testCaseType,testTitle,testConf_01,testConf_02,testConf_03,testConf_04,testConf_05,waitTime
TESTTEXTX,roomTypeTest_TC032,/html/body/div/div[1]/div/h5,スタンダードツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC032,,,,,,,0
TESTPRICE,TestPrice_TC032,total-bill,679500,,,,1000
//期間検証_TC032,,,,,,,0
TESTTERM,reserveTermTest_TC032,term,,,,,1000
//人数検証_TC032,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC032,head-count,9名様,,,,1000
//追加プラン検証_TC032,,,,,,,0
TESTTEXTX,optionPlanTest01_TC032,//*[@id="plans"]/ul/li,朝食バイキング,,,,1000
//名前検証_TC032,,,,,,,0
TESTTEXTID,NameTest_TC032,username,,,,,1000
//確認のご連絡検証_TC032,,,,,,,0
TESTCONTACT,contactTest_TC032,contact,メール,,,,1000
//ご要望の検証_TC032,,,,,,,
TESTTEXTID,commentTest_TC032,comment,,,,,1000
//予約確定_TC032,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC032,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC032,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC032,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC033,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=8,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSUNDAY,reserveDate_TC033,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC033,term,2,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC033,head-count,2,,,,1000
EVENTCHECKBOX,Breakfast_TC033,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC033,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC033,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC033,username,,,,,1000
EVENTDROPDOWN,Contact_TC033,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC033,email,,,,,1000
EVENTCONTACT,ContactTel_TC033,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC033,total-bill,36000,,,,1000
//部屋情報検証_TC033,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC033,/html/body/div/div[1]/div/h5,プレミアムツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC033,,,,,,,0
TESTPRICE,TestPrice_TC033,total-bill,36000,,,,1000
//期間検証_TC033,,,,,,,0
TESTTERM,reserveTermTest_TC033,term,,,,,1000
//人数検証_TC033,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC033,head-count,2名様,,,,1000
//追加プラン検証_TC033,,,,,,,0
TESTTEXTX,optionPlanTest01_TC033,//*[@id="plans"],なし,,,,1000
//名前検証_TC033,,,,,,,0
TESTTEXTID,NameTest_TC033,username,,,,,1000
//確認のご連絡検証_TC033,,,,,,,0
TESTCONTACT,contactTest_TC033,contact,メール,,,,1000
//ご要望の検証_TC033,,,,,,,
TESTTEXTID,commentTest_TC033,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC033,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC033,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC033,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC033,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC034,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=8,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTTUESDAY,reserveDate_TC034,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC034,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC034,head-count,2,,,,1000
EVENTCHECKBOX,Breakfast_TC034,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC034,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC034,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC034,username,,,,,1000
EVENTDROPDOWN,Contact_TC034,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC034,email,,,,,1000
EVENTCONTACT,ContactTel_TC034,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC034,total-bill,22000,,,,1000
//部屋情報検証_TC034,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC034,/html/body/div/div[1]/div/h5,プレミアムツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC034,,,,,,,0
TESTPRICE,TestPrice_TC034,total-bill,22000,,,,1000
//期間検証_TC034,,,,,,,0
TESTTERM,reserveTermTest_TC034,term,,,,,1000
//人数検証_TC034,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC034,head-count,2名様,,,,1000
//追加プラン検証_TC034,,,,,,,0
TESTTEXTX,optionPlanTest01_TC034,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC034,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC034,,,,,,,0
TESTTEXTID,NameTest_TC034,username,,,,,1000
//確認のご連絡検証_TC034,,,,,,,0
TESTCONTACT,contactTest_TC034,contact,希望しない,,,,1000
//ご要望の検証_TC034,,,,,,,
TESTTEXTID,commentTest_TC034,comment,,,,,1000
//予約確定_TC034,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC034,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC034,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC034,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC035,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=2,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTFRIDAY,reserveDate_TC035,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC035,term,3,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC035,head-count,4,,,,1000
EVENTCHECKBOX,Breakfast_TC035,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC035,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC035,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC035,username,,,,,1000
EVENTDROPDOWN,Contact_TC035,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC035,email,,,,,1000
EVENTCONTACT,ContactTel_TC035,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC035,total-bill,135000,,,,1000
//部屋情報検証_TC035,,,,,,,0
TESTTEXTID,roomTypeTest_TC035,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC035,,,,,,,0
TESTPRICE,TestPrice_TC035,total-bill,135000,,,,1000
//期間検証_TC035,,,,,,,0
TESTTERM,reserveTermTest_TC035,term,,,,,1000
//人数検証_TC035,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC035,head-count,4名様,,,,1000
//追加プラン検証_TC035,,,,,,,0
TESTTEXTX,optionPlanTest01_TC035,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC035,//*[@id="plans"]/ul/li[2],お得な観光プラン,,,,1000
//名前検証_TC035,,,,,,,0
TESTTEXTID,NameTest_TC035,username,,,,,1000
//確認のご連絡検証_TC035,,,,,,,0
TESTCONTACT,contactTest_TC035,contact,希望しない,,,,1000
//ご要望の検証_TC035,,,,,,,
TESTTEXTID,commentTest_TC035,comment,,,,,1000
//予約確定_TC035,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC035,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC035,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC035,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC036,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=2,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTMONDAY,reserveDate_TC036,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC036,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC036,head-count,4,,,,1000
EVENTCHECKBOX,Breakfast_TC036,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC036,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC036,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC036,username,,,,,1000
EVENTDROPDOWN,Contact_TC036,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC036,email,,,,,1000
EVENTCONTACT,ContactTel_TC036,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC036,total-bill,34000,,,,1000
//部屋情報検証_TC036,,,,,,,0
TESTTEXTID,roomTypeTest_TC036,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC036,,,,,,,0
TESTPRICE,TestPrice_TC036,total-bill,34000,,,,1000
//期間検証_TC036,,,,,,,0
TESTTERM,reserveTermTest_TC036,term,,,,,1000
//人数検証_TC036,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC036,head-count,4名様,,,,1000
//追加プラン検証_TC036,,,,,,,0
TESTTEXTX,optionPlanTest01_TC036,//*[@id="plans"],なし,,,,1000
//名前検証_TC036,,,,,,,0
TESTTEXTID,NameTest_TC036,username,,,,,1000
//確認のご連絡検証_TC036,,,,,,,0
TESTCONTACT,contactTest_TC036,contact,メール,,,,1000
//ご要望の検証_TC036,,,,,,,
TESTTEXTID,commentTest_TC036,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC036,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC036,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC036,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC036,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC037,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=2,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSATURDAY,reserveDate_TC037,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC037,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC037,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC037,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC037,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC037,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC037,username,,,,,1000
EVENTDROPDOWN,Contact_TC037,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC037,email,,,,,1000
EVENTCONTACT,ContactTel_TC037,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC037,total-bill,12625,,,,1000
//部屋情報検証_TC037,,,,,,,0
TESTTEXTID,roomTypeTest_TC037,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC037,,,,,,,0
TESTPRICE,TestPrice_TC037,total-bill,12625,,,,1000
//期間検証_TC037,,,,,,,0
TESTTERM,reserveTermTest_TC037,term,,,,,1000
//人数検証_TC037,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC037,head-count,1名様,,,,1000
//追加プラン検証_TC037,,,,,,,0
TESTTEXTX,optionPlanTest01_TC037,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC037,//*[@id="plans"]/ul/li[2],お得な観光プラン,,,,1000
//名前検証_TC037,,,,,,,0
TESTTEXTID,NameTest_TC037,username,,,,,1000
//確認のご連絡検証_TC037,,,,,,,0
TESTCONTACT,contactTest_TC037,contact,希望しない,,,,1000
//ご要望の検証_TC037,,,,,,,
TESTTEXTID,commentTest_TC037,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC037,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC037,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC037,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC037,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC038,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=2,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSUNDAY,reserveDate_TC038,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC038,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC038,head-count,4,,,,1000
EVENTCHECKBOX,Breakfast_TC038,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC038,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC038,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC038,username,,,,,1000
EVENTDROPDOWN,Contact_TC038,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC038,email,,,,,1000
EVENTCONTACT,ContactTel_TC038,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC038,total-bill,50500,,,,1000
//部屋情報検証_TC038,,,,,,,0
TESTTEXTID,roomTypeTest_TC038,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC038,,,,,,,0
TESTPRICE,TestPrice_TC038,total-bill,50500,,,,1000
//期間検証_TC038,,,,,,,0
TESTTERM,reserveTermTest_TC038,term,,,,,1000
//人数検証_TC038,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC038,head-count,4名様,,,,1000
//追加プラン検証_TC038,,,,,,,0
TESTTEXTX,optionPlanTest01_TC038,//*[@id="plans"]/ul/li[1],昼からチェックインプラン,,,,1000
TESTTEXTX,optionPlanTest02_TC038,//*[@id="plans"]/ul/li[2],お得な観光プラン,,,,1000
//名前検証_TC038,,,,,,,0
TESTTEXTID,NameTest_TC038,username,,,,,1000
//確認のご連絡検証_TC038,,,,,,,0
TESTCONTACT,contactTest_TC038,contact,メール,,,,1000
//ご要望の検証_TC038,,,,,,,
TESTTEXTID,commentTest_TC038,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC038,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC038,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC038,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC038,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC039,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=2,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTTUESDAY,reserveDate_TC039,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC039,term,3,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC039,head-count,4,,,,1000
EVENTCHECKBOX,Breakfast_TC039,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC039,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC039,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC039,username,,,,,1000
EVENTDROPDOWN,Contact_TC039,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC039,email,,,,,1000
EVENTCONTACT,ContactTel_TC039,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC039,total-bill,114500,,,,1000
//部屋情報検証_TC039,,,,,,,0
TESTTEXTID,roomTypeTest_TC039,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC039,,,,,,,0
TESTPRICE,TestPrice_TC039,total-bill,114500,,,,1000
//期間検証_TC039,,,,,,,0
TESTTERM,reserveTermTest_TC039,term,,,,,1000
//人数検証_TC039,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC039,head-count,4名様,,,,1000
//追加プラン検証_TC039,,,,,,,0
TESTTEXTX,optionPlanTest01_TC039,//*[@id="plans"]/ul/li,お得な観光プラン,,,,1000
//名前検証_TC039,,,,,,,0
TESTTEXTID,NameTest_TC039,username,,,,,1000
//確認のご連絡検証_TC039,,,,,,,0
TESTCONTACT,contactTest_TC039,contact,希望しない,,,,1000
//ご要望の検証_TC039,,,,,,,
TESTTEXTID,commentTest_TC039,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC039,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC039,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC039,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC039,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC040,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=2,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTWEDNESDAY,reserveDate_TC040,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC040,term,3,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC040,head-count,4,,,,1000
EVENTCHECKBOX,Breakfast_TC040,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC040,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC040,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC040,username,,,,,1000
EVENTDROPDOWN,Contact_TC040,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC040,email,,,,,1000
EVENTCONTACT,ContactTel_TC040,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC040,total-bill,106000,,,,1000
//部屋情報検証_TC040,,,,,,,0
TESTTEXTID,roomTypeTest_TC040,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC040,,,,,,,0
TESTPRICE,TestPrice_TC040,total-bill,106000,,,,1000
//期間検証_TC040,,,,,,,0
TESTTERM,reserveTermTest_TC040,term,,,,,1000
//人数検証_TC040,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC040,head-count,4名様,,,,1000
//追加プラン検証_TC040,,,,,,,0
TESTTEXTX,optionPlanTest01_TC040,//*[@id="plans"]/ul/li,昼からチェックインプラン,,,,1000
//名前検証_TC040,,,,,,,0
TESTTEXTID,NameTest_TC040,username,,,,,1000
//確認のご連絡検証_TC040,,,,,,,0
TESTCONTACT,contactTest_TC040,contact,希望しない,,,,1000
//ご要望の検証_TC040,,,,,,,
TESTTEXTID,commentTest_TC040,comment,,,,,1000
//予約確定_TC040,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC040,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC040,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC040,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC041,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=9,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSUNDAY,reserveDate_TC041,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC041,term,5,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC041,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC041,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC041,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC041,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC041,username,,,,,1000
EVENTDROPDOWN,Contact_TC041,contact,電話でのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC041,email,,,,,1000
EVENTCONTACT,ContactTel_TC041,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC041,total-bill,535500,,,,1000
//部屋情報検証_TC041,,,,,,,0
TESTTEXTID,roomTypeTest_TC041,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC041,,,,,,,0
TESTPRICE,TestPrice_TC041,total-bill,535500,,,,1000
//期間検証_TC041,,,,,,,0
TESTTERM,reserveTermTest_TC041,term,,,,,1000
//人数検証_TC041,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC041,head-count,9名様,,,,1000
//追加プラン検証_TC041,,,,,,,0
TESTTEXTX,optionPlanTest01_TC041,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC041,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC041,,,,,,,0
TESTTEXTID,NameTest_TC041,username,,,,,1000
//確認のご連絡検証_TC041,,,,,,,0
TESTCONTACT,contactTest_TC041,contact,電話,,,,1000
//ご要望の検証_TC041,,,,,,,
TESTTEXTID,commentTest_TC041,comment,,,,,1000
//予約確定_TC041,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC041,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC041,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC041,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC042,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=5,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSATURDAY,reserveDate_TC042,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC042,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC042,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC042,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC042,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC042,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC042,username,,,,,1000
EVENTDROPDOWN,Contact_TC042,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC042,email,,,,,1000
EVENTCONTACT,ContactTel_TC042,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC042,total-bill,11375,,,,1000
//部屋情報検証_TC042,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC042,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC042,,,,,,,0
TESTPRICE,TestPrice_TC042,total-bill,11375,,,,1000
//期間検証_TC042,,,,,,,0
TESTTERM,reserveTermTest_TC042,term,,,,,1000
//人数検証_TC042,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC042,head-count,1名様,,,,1000
//追加プラン検証_TC042,,,,,,,0
TESTTEXTX,optionPlanTest01_TC042,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC042,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC042,,,,,,,0
TESTTEXTID,NameTest_TC042,username,,,,,1000
//確認のご連絡検証_TC042,,,,,,,0
