testCaseType,testTitle,testConf_01,testConf_02,testConf_03,testConf_04,testConf_05,waitTime
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC061,total-bill,56000,,,,1000
//部屋情報検証_TC061,,,,,,,0
TESTTEXTID,roomTypeTest_TC061,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC061,,,,,,,0
TESTPRICE,TestPrice_TC061,total-bill,56000,,,,1000
//期間検証_TC061,,,,,,,0
TESTTERM,reserveTermTest_TC061,term,,,,,1000
//人数検証_TC061,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC061,head-count,1名様,,,,1000
//追加プラン検証_TC061,,,,,,,0
TESTTEXTX,optionPlanTest01_TC061,//*[@id="plans"]/ul/li,お得な観光プラン,,,,1000
//名前検証_TC061,,,,,,,0
TESTGUESTNAME,NameTest_TC061,username,,,,,1000
//確認のご連絡検証_TC061,,,,,,,0
TESTCONTACT,contactTest_TC061,contact,電話,,,,1000
//ご要望の検証_TC061,,,,,,,
TESTTEXTID,commentTest_TC061,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC061,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC061,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC061,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC061,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC062,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=1,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTFRIDAY,reserveDate_TC062,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC062,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC062,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC062,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC062,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC062,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC062,username,,,,,1000
EVENTDROPDOWN,Contact_TC062,contact,希望しない,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC062,total-bill,967500,,,,1000
//部屋情報検証_TC062,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC062,/html/body/div/div[1]/div/h5,プレミアムツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC062,,,,,,,0
TESTPRICE,TestPrice_TC062,total-bill,967500,,,,1000
//期間検証_TC062,,,,,,,0
TESTTERM,reserveTermTest_TC062,term,,,,,1000
//人数検証_TC062,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC062,head-count,9名様,,,,1000
//追加プラン検証_TC062,,,,,,,0
TESTTEXTX,optionPlanTest01_TC062,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC062,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC062,,,,,,,0
TESTGUESTNAME,NameTest_TC062,username,,,,,1000
//確認のご連絡検証_TC062,,,,,,,0
TESTCONTACT,contactTest_TC062,contact,希望しない,,,,1000
//ご要望の検証_TC062,,,,,,,
TESTTEXTID,commentTest_TC062,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC062,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC062,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC062,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC062,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC063,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=1,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTMONDAY,reserveDate_TC063,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC063,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC063,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC063,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC063,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC063,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC063,username,,,,,1000
EVENTDROPDOWN,Contact_TC063,contact,メールでのご連絡,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC063,total-bill,117000,,,,1000
//部屋情報検証_TC063,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC063,/html/body/div/div[1]/div/h5,プレミアムツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC063,,,,,,,0
TESTPRICE,TestPrice_TC063,total-bill,117000,,,,1000
//期間検証_TC063,,,,,,,0
TESTTERM,reserveTermTest_TC063,term,,,,,1000
//人数検証_TC063,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC063,head-count,9名様,,,,1000
//追加プラン検証_TC063,,,,,,,0
TESTTEXTX,optionPlanTest01_TC063,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC063,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC063,,,,,,,0
TESTGUESTNAME,NameTest_TC063,username,,,,,1000
//確認のご連絡検証_TC063,,,,,,,0
TESTCONTACT,contactTest_TC063,contact,メール,,,,1000
//ご要望の検証_TC063,,,,,,,
TESTTEXTID,commentTest_TC063,comment,,,,,1000
//予約確定_TC063,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC063,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC063,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC063,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC064,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=1,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSATURDAY,reserveDate_TC064,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC064,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC064,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC064,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC064,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC064,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC064,username,,,,,1000
EVENTDROPDOWN,Contact_TC064,contact,電話でのご連絡,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC064,total-bill,130500,,,,1000
//部屋情報検証_TC064,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC064,/html/body/div/div[1]/div/h5,プレミアムツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC064,,,,,,,0
TESTPRICE,TestPrice_TC064,total-bill,130500,,,,1000
//期間検証_TC064,,,,,,,0
TESTTERM,reserveTermTest_TC064,term,,,,,1000
//人数検証_TC064,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC064,head-count,9名様,,,,1000
//追加プラン検証_TC064,,,,,,,0
TESTTEXTX,optionPlanTest01_TC064,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC064,//*[@id="plans"]/ul/li[2],お得な観光プラン,,,,1000
//名前検証_TC064,,,,,,,0
TESTGUESTNAME,NameTest_TC064,username,,,,,1000
//確認のご連絡検証_TC064,,,,,,,0
TESTCONTACT,contactTest_TC064,contact,電話,,,,1000
//ご要望の検証_TC064,,,,,,,
TESTTEXTID,commentTest_TC064,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC064,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC064,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC064,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC064,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC065,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=1,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSUNDAY,reserveDate_TC065,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC065,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC065,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC065,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC065,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC065,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC065,username,,,,,1000
EVENTDROPDOWN,Contact_TC065,contact,電話でのご連絡,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC065,total-bill,958500,,,,1000
//部屋情報検証_TC065,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC065,/html/body/div/div[1]/div/h5,プレミアムツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC065,,,,,,,0
TESTPRICE,TestPrice_TC065,total-bill,958500,,,,1000
//期間検証_TC065,,,,,,,0
TESTTERM,reserveTermTest_TC065,term,,,,,1000
//人数検証_TC065,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC065,head-count,9名様,,,,1000
//追加プラン検証_TC065,,,,,,,0
TESTTEXTX,optionPlanTest01_TC065,//*[@id="plans"]/ul/li,朝食バイキング,,,,1000
//名前検証_TC065,,,,,,,0
TESTGUESTNAME,NameTest_TC065,username,,,,,1000
//確認のご連絡検証_TC065,,,,,,,0
TESTCONTACT,contactTest_TC065,contact,電話,,,,1000
//ご要望の検証_TC065,,,,,,,
TESTTEXTID,commentTest_TC065,comment,,,,,1000
//予約確定_TC065,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC065,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC065,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC065,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC066,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=1,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTTHURSDAY,reserveDate_TC066,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC066,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC066,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC066,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC066,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC066,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC066,username,,,,,1000
EVENTDROPDOWN,Contact_TC066,contact,希望しない,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC066,total-bill,99000,,,,1000
//部屋情報検証_TC066,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC066,/html/body/div/div[1]/div/h5,プレミアムツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC066,,,,,,,0
TESTPRICE,TestPrice_TC066,total-bill,99000,,,,1000
//期間検証_TC066,,,,,,,0
TESTTERM,reserveTermTest_TC066,term,,,,,1000
//人数検証_TC066,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC066,head-count,9名様,,,,1000
//追加プラン検証_TC066,,,,,,,0
TESTTEXTX,optionPlanTest01_TC066,//*[@id="plans"]/ul/li,昼からチェックインプラン,,,,1000
//名前検証_TC066,,,,,,,0
TESTGUESTNAME,NameTest_TC066,username,,,,,1000
//確認のご連絡検証_TC066,,,,,,,0
TESTCONTACT,contactTest_TC066,contact,希望しない,,,,1000
//ご要望の検証_TC066,,,,,,,
TESTTEXTID,commentTest_TC066,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC066,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC066,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC066,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC066,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC067,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=1,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTTUESDAY,reserveDate_TC067,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC067,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC067,head-count,2,,,,1000
EVENTCHECKBOX,Breakfast_TC067,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC067,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC067,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC067,username,,,,,1000
EVENTDROPDOWN,Contact_TC067,contact,電話でのご連絡,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC067,total-bill,22000,,,,1000
//部屋情報検証_TC067,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC067,/html/body/div/div[1]/div/h5,プレミアムツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC067,,,,,,,0
TESTPRICE,TestPrice_TC067,total-bill,22000,,,,1000
//期間検証_TC067,,,,,,,0
TESTTERM,reserveTermTest_TC067,term,,,,,1000
//人数検証_TC067,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC067,head-count,2名様,,,,1000
//追加プラン検証_TC067,,,,,,,0
TESTTEXTX,optionPlanTest01_TC067,//*[@id="plans"]/ul/li,お得な観光プラン,,,,1000
//名前検証_TC067,,,,,,,0
TESTGUESTNAME,NameTest_TC067,username,,,,,1000
//確認のご連絡検証_TC067,,,,,,,0
TESTCONTACT,contactTest_TC067,contact,電話,,,,1000
//ご要望の検証_TC067,,,,,,,
TESTTEXTID,commentTest_TC067,comment,,,,,1000
//予約確定_TC067,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC067,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC067,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC067,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC068,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=1,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTWEDNESDAY,reserveDate_TC068,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC068,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC068,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC068,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC068,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC068,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC068,username,,,,,1000
EVENTDROPDOWN,Contact_TC068,contact,メールでのご連絡,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC068,total-bill,864000,,,,1000
//部屋情報検証_TC068,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC068,/html/body/div/div[1]/div/h5,プレミアムツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC068,,,,,,,0
TESTPRICE,TestPrice_TC068,total-bill,864000,,,,1000
//期間検証_TC068,,,,,,,0
TESTTERM,reserveTermTest_TC068,term,,,,,1000
//人数検証_TC068,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC068,head-count,9名様,,,,1000
//追加プラン検証_TC068,,,,,,,0
TESTTEXTX,optionPlanTest01_TC068,//*[@id="plans"]/ul/li,昼からチェックインプラン,,,,1000
//名前検証_TC068,,,,,,,0
TESTGUESTNAME,NameTest_TC068,username,,,,,1000
//確認のご連絡検証_TC068,,,,,,,0
TESTCONTACT,contactTest_TC068,contact,メール,,,,1000
//ご要望の検証_TC068,,,,,,,
TESTTEXTID,commentTest_TC068,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC068,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC068,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC068,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC068,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC069,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=5,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTFRIDAY,reserveDate_TC069,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC069,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC069,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC069,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC069,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC069,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC069,username,,,,,1000
EVENTDROPDOWN,Contact_TC069,contact,メールでのご連絡,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC069,total-bill,9500,,,,1000
//部屋情報検証_TC069,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC069,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC069,,,,,,,0
TESTPRICE,TestPrice_TC069,total-bill,9500,,,,1000
//期間検証_TC069,,,,,,,0
TESTTERM,reserveTermTest_TC069,term,,,,,1000
//人数検証_TC069,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC069,head-count,1名様,,,,1000
//追加プラン検証_TC069,,,,,,,0
TESTTEXTX,optionPlanTest01_TC069,//*[@id="plans"]/ul/li[1],昼からチェックインプラン,,,,1000
TESTTEXTX,optionPlanTest02_TC069,//*[@id="plans"]/ul/li[2],お得な観光プラン,,,,1000
//名前検証_TC069,,,,,,,0
TESTGUESTNAME,NameTest_TC069,username,,,,,1000
//確認のご連絡検証_TC069,,,,,,,0
TESTCONTACT,contactTest_TC069,contact,メール,,,,1000
//ご要望の検証_TC069,,,,,,,
TESTTEXTID,commentTest_TC069,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC069,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC069,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC069,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC069,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC070,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=5,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTMONDAY,reserveDate_TC070,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC070,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC070,head-count,2,,,,1000
EVENTCHECKBOX,Breakfast_TC070,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC070,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC070,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC070,username,,,,,1000
EVENTDROPDOWN,Contact_TC070,contact,メールでのご連絡,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC070,total-bill,162500,,,,1000
//部屋情報検証_TC070,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC070,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC070,,,,,,,0
TESTPRICE,TestPrice_TC070,total-bill,162500,,,,1000
//期間検証_TC070,,,,,,,0
TESTTERM,reserveTermTest_TC070,term,,,,,1000
//人数検証_TC070,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC070,head-count,2名様,,,,1000
//追加プラン検証_TC070,,,,,,,0
TESTTEXTX,optionPlanTest01_TC070,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC070,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC070,,,,,,,0
TESTGUESTNAME,NameTest_TC070,username,,,,,1000
//確認のご連絡検証_TC070,,,,,,,0
TESTCONTACT,contactTest_TC070,contact,メール,,,,1000
//ご要望の検証_TC070,,,,,,,
TESTTEXTID,commentTest_TC070,comment,,,,,1000
//予約確定_TC070,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC070,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC070,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC070,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC071,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=4,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSATURDAY,reserveDate_TC071,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC071,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC071,head-count,2,,,,1000
EVENTCHECKBOX,Breakfast_TC071,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC071,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC071,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC071,username,,,,,1000
EVENTDROPDOWN,Contact_TC071,contact,メールでのご連絡,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
GETRESERVEUSER,,username,contact,email,tel,,1000
TESTPRICE,TestPrice_TC071,total-bill,110000,,,,1000
//部屋情報検証_TC071,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC071,/html/body/div/div[1]/div/h5,シングル,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC071,,,,,,,0
TESTPRICE,TestPrice_TC071,total-bill,110000,,,,1000
//期間検証_TC071,,,,,,,0
TESTTERM,reserveTermTest_TC071,term,,,,,1000
//人数検証_TC071,,,,,,,0
